rank,loss,passed,w_control_zone,w_stuff_quality,w_stuff_contact,w_breaking_contact,w_breaking_quality,AVG,OBP,SLG,BB%,K%,HR%,BABIP
2,1.7761666961062272,False,0.1428471940293902,0.06855599906209477,0.03206069818110183,0.3532712745629585,0.23573169169108035,0.23820123427668763,0.29349333333333333,0.36000651735656675,0.07258111111111111,0.22407999999999997,0.02398,0.28988180230384125
3,1.8648097647338238,False,0.592335050564539,0.10329464339773982,0.05756321511617321,0.421210370597734,0.26721694905389637,0.23600195454924114,0.2921144444444444,0.3567839992341663,0.07344555555555556,0.22553666666666664,0.023707777777777776,0.2878455977207755
1,1.87543149187874,False,0.6154296744826062,0.44319381761042403,0.06577544951609651,0.07561917757159309,0.34816789637094964,0.23596261689985984,0.29255333333333333,0.35808659562197986,0.07406777777777779,0.22685888888888886,0.024183333333333334,0.2879018634936908
