model,reference_raw,slope,raw_speed,gameplay_speed,AVG,OBP,SLG,BB,K,HR,1B,2B,3B,BABIP,OUT,SB_attempt_rate_per_onbase,SB_success,SB_attempts_per_600PA,SB_per_600PA,CS_per_600PA,first_to_third,second_to_home,DP_avoidance,running_runs_per_PA,total_runs_proxy_per_PA
A_keep_raw_scale,98.10803333333332,0.6,120,113.13518,0.2617911683332244,0.32228,0.43171470274274015,0.08194,0.2142,0.02758,0.14236,0.06754,0.00286,0.3146034187023127,0.67106,0.10054923853949192,0.8080198327854474,15.943264229481672,12.882473696759986,3.060790532721686,0.5413740684944479,0.6340716787964387,0.6876157022123965,0.028587981113684862,0.03576178111368482
A_keep_raw_scale,98.10803333333332,0.6,130,119.13518,0.2653650697128958,0.32346,0.4395821569734613,0.07908,0.21204,0.0265,0.14036,0.0741,0.00342,0.3192942348837891,0.66998,0.11772885505168407,0.8317674579472425,18.735643123868726,15.583698254147023,3.1519448697217025,0.5655975588344573,0.6593600975027467,0.7130969150368747,0.030438532546467396,0.04023533254646736
A_keep_raw_scale,98.10803333333332,0.6,140,125.13518,0.2636632844140574,0.32366,0.43874929233985105,0.08148,0.21378,0.027,0.13832,0.0739,0.00296,0.3174963850444123,0.66968,0.13305092761863072,0.8509673477572781,21.18712551065864,18.02955200240575,3.15757350825289,0.5878081447252823,0.6820100797308759,0.7355281329216057,0.03214980678611695,0.041903406786116926
A_keep_raw_scale,98.10803333333332,0.6,150,131.13518,0.2652367250850118,0.32584,0.4421484000348766,0.08248,0.21184,0.02684,0.13848,0.07428,0.00376,0.31895586588886926,0.66784,0.1456553218424219,0.8660563515310049,23.350482394014303,20.222833588648992,3.1276488053653106,0.6078042479392276,0.7019082672266506,0.7548532585866895,0.033684337648728725,0.045284337648728724
A_keep_raw_scale,98.10803333333332,0.6,160,137.13518,0.2639094471049195,0.32368,0.43996517196343055,0.0812,0.21056,0.02736,0.139,0.07256,0.00356,0.31594407237692396,0.6696,0.15466525674543594,0.8777341301003043,24.630528749254452,21.619055725637395,3.011473023617059,0.6255125837340301,0.719094100862855,0.7711955551063999,0.034899448171334946,0.04501464817133494
A_keep_raw_scale,98.10803333333332,0.6,180,149.13518,0.26778014894821656,0.3275,0.4459518313662297,0.08156,0.2127,0.02806,0.14256,0.07118,0.00414,0.3215086766615512,0.66586,0.1660364370937298,0.8930628307439169,26.75345110891269,23.892512779494545,2.8609383294181403,0.6542850999660001,0.7460137204533425,0.7959760002806774,0.036792148909548274,0.05024494890954823
A_keep_raw_scale,98.10803333333332,0.8,60,69.51357333333334,0.2603028393908453,0.31902,0.38076513653841976,0.07938,0.21456,0.02752,0.1842,0.0275,0.00042,0.3126123736257258,0.6745,0.0035989569345880614,0.5706510540508056,0.5648845067059636,0.32235193916872745,0.24253256753723607,0.3492154933740864,0.4200151861611856,0.46639039283785666,0.01770721179839938,0.008797411798399383
A_keep_raw_scale,98.10803333333332,0.8,70,77.51357333333334,0.25638747426590097,0.31372,0.3773106512081482,0.0771,0.21294,0.02648,0.17832,0.03148,0.00034,0.3074559606718558,0.67976,0.01035300245984803,0.6077682082488695,1.597988414398134,0.9712065554212057,0.6267818589769282,0.3813527189847933,0.4566693285396153,0.5038305295375399,0.01912154835570412,0.006836748355704109
A_keep_raw_scale,98.10803333333332,0.8,80,85.51357333333334,0.26063783501566307,0.32026,0.39146797772363384,0.08064,0.21284,0.02796,0.17564,0.03564,0.00038,0.3119252534779533,0.6732,0.022108346087544285,0.6527620214178022,3.483566107654491,2.2739396541750905,1.2096264534794006,0.41637240010750165,0.49649407886368696,0.5450775057242048,0.020758568949875753,0.015513968949875737
A_keep_raw_scale,98.10803333333332,0.8,90,93.51357333333334,0.2611159357359965,0.31934,0.3938558402084238,0.0788,0.2104,0.02736,0.17452,0.03712,0.00154,0.3119220414374342,0.6745,0.04158136866031945,0.7019269358257318,6.5330683798493165,4.585736669407608,1.9473317104417072,0.4531003536358305,0.5378567197761247,0.5881958059950552,0.02269575948680478,0.01754535948680478
A_keep_raw_scale,98.10803333333332,0.8,100,101.51357333333334,0.2592641003855957,0.31996,0.39894995969762326,0.08194,0.2142,0.02758,0.16722,0.04094,0.00228,0.31117288696989415,0.67338,0.0650484641617306,0.7493966068964557,10.239950043848165,7.673783817649027,2.566166226199137,0.49010594596992946,0.5788535385008187,0.6308675168645502,0.02496162919375459,0.021813029193754562
A_keep_raw_scale,98.10803333333332,0.8,110,109.51357333333334,0.26330191547582854,0.32156,0.4225122703383573,0.07908,0.21204,0.0265,0.15184,0.06116,0.00298,0.31650986253993374,0.67188,0.08960208630854764,0.7914445712252153,14.175723861701279,11.219299693531221,2.956424168170057,0.5259151825916273,0.6176466228134536,0.670868184077744,0.027444015710548112,0.03155061571054807
A_keep_raw_scale,98.10803333333332,0.8,120,117.51357333333334,0.2624003832251883,0.3225,0.437094456299264,0.08148,0.21378,0.027,0.13716,0.07426,0.0026,0.31578481423554755,0.67084,0.11324089190890076,0.8258080083124486,17.967932319185284,14.838062401999276,3.129869917186009,0.5592375645739474,0.6527767542772194,0.706503489304547,0.029942314129328983,0.038725914129328985
A_keep_raw_scale,98.10803333333332,0.8,130,125.51357333333334,0.2643648094864417,0.32504,0.44105850553666404,0.08248,0.21184,0.02684,0.13768,0.07448,0.00356,0.31777738495079844,0.66864,0.13394216793529756,0.8520341187188232,21.419988634719047,18.25056113935005,3.169427495368996,0.5891360191228646,0.6833465548157278,0.7368381488495421,0.03226799181600826,0.04321399181600824
A_keep_raw_scale,98.10803333333332,0.8,140,133.51357333333334,0.26347409664780147,0.32328,0.4393774488463213,0.0812,0.21056,0.02736,0.1386,0.0727,0.00342,0.31535659734461285,0.67,0.14959861278382441,0.8710601504933095,23.794221854051344,20.726198469061156,3.0680233849901857,0.6150977241589355,0.7090387728562015,0.7616766459749945,0.03417209475121929,0.04394789475121926
