rank,loss,passed,w_control_zone,w_stuff_quality,w_stuff_contact,w_breaking_contact,w_breaking_quality,AVG,OBP,SLG,BB%,K%,HR%,BABIP
5,1.6874965741873258,False,0.1625073024797727,0.5045669577007901,0.09824857514191548,0.33058095887517397,0.14678763924635163,0.24058084180265293,0.2954402,0.365190096535751,0.0722386,0.2240494,0.0247964,0.29223845065426224
3,1.7152977836609657,False,0.3421261882619189,0.44873984786030363,0.0006442763889569969,0.31860646459080794,0.33050240146253174,0.23983703447984173,0.2952724,0.36421172080618164,0.07292560000000001,0.22475640000000002,0.0247752,0.2916002336281061
2,1.763269220929807,False,0.2674759574797628,0.5234367528186475,0.09943780788061543,0.13719678471497518,0.21200928475646863,0.2387889740804492,0.2941106,0.3620524227019961,0.0726758,0.225018,0.024456,0.2905934608661781
1,1.8045200055573656,False,0.1024143276491171,0.4138482531637549,0.02511930209245417,0.1576634304216948,0.06513100702845814,0.23805111131339446,0.29304379999999997,0.35956568095417557,0.0721738,0.2246832,0.024065,0.28981204484386397
4,1.8167990517263484,False,0.31186145316206726,0.34820830498807726,0.10298641678988885,0.19768674834342115,0.17239285587597747,0.23755949570117965,0.29302520000000004,0.3591173483583261,0.0727476,0.2250152,0.0240532,0.2893378427697629
